delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status,month,is_late,late_days,is_partial,delay_bucket,supplier_name,country,category
D0003358,S014,C0074,2024-03-14,2024-04-28,2024-04-29,3771,3230,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Bonding Wire (Au/Cu)
D0009512,S007,C0236,2024-03-14,2024-04-05,2024-04-05,308,308,On-Time,2024-04,0,0.0,0,On-time,Globaltest Equipment,China,Nozzles/Capillaries
D0008042,S004,C0197,2024-03-14,2024-04-08,2024-04-17,44703,44703,Delayed,2024-04,1,9.0,0,Moderate delay (1–13d),Korea Probe Solutions,Korea,Carrier Tapes/Trays
D0002343,S005,C0055,2024-03-14,2024-04-19,2024-04-19,5943,5943,On-Time,2024-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Leadframes
D0005672,S020,C0133,2024-03-14,2024-04-08,2024-04-08,1165,1165,On-Time,2024-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Underfill/Epoxy
D0004481,S011,C0099,2024-03-14,2024-05-19,2024-05-19,1719,1719,On-Time,2024-05,0,0.0,0,On-time,Ase Materials Division,Japan,Mold Compound
D0008172,S006,C0200,2024-03-14,2024-04-02,2024-04-02,14061,12846,Partial,2024-04,0,0.0,1,Partial fulfillment,Tokyo Wafertech,Korea,Carrier Tapes/Trays
D0007843,S012,C0192,2024-03-14,2024-05-03,2024-05-05,44,44,Delayed,2024-05,1,2.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Test Sockets
D0002725,S002,C0062,2024-03-14,2024-04-05,2024-04-06,21028,21028,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Formotech Packaging,Malaysia,Leadframes
D0000552,S008,C0020,2024-03-14,2024-05-05,2024-05-05,3430,3430,On-Time,2024-05,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Organic Substrates
D0009393,S018,C0232,2024-03-14,2024-04-20,2024-04-26,273,273,Delayed,2024-04,1,6.0,0,Moderate delay (1–13d),St Micro Parts Asia,Malaysia,Nozzles/Capillaries
D0006586,S011,C0156,2024-03-14,2024-04-06,2024-04-06,17756,17756,On-Time,2024-04,0,0.0,0,On-time,Ase Materials Division,Japan,Solder Balls/Spheres
D0007237,S016,C0168,2024-03-14,2024-04-16,2024-04-17,11248,11248,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Solder Balls/Spheres
D0004174,S014,C0091,2024-03-14,2024-04-03,2024-04-04,9175,9175,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Bonding Wire (Au/Cu)
D0006845,S009,C0161,2024-03-14,2024-04-07,2024-04-08,19699,19699,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Solder Balls/Spheres
D0003650,S007,C0080,2024-03-15,2024-04-27,2024-04-27,9010,9010,On-Time,2024-04,0,0.0,0,On-time,Globaltest Equipment,China,Bonding Wire (Au/Cu)
D0001964,S019,C0048,2024-03-15,2024-05-06,2024-05-06,35143,35143,On-Time,2024-05,0,0.0,0,On-time,Applied Materials Korea,Singapore,Leadframes
D0000598,S006,C0021,2024-03-15,2024-04-25,2024-04-25,4322,4322,On-Time,2024-04,0,0.0,0,On-time,Tokyo Wafertech,Korea,Organic Substrates
D0000092,S009,C0006,2024-03-15,2024-05-03,2024-05-04,33,33,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Silicon Wafers
D0000346,S020,C0016,2024-03-15,2024-04-18,2024-04-18,5076,5076,On-Time,2024-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Organic Substrates
D0001435,S011,C0038,2024-03-15,2024-04-18,2024-04-18,2501,2501,On-Time,2024-04,0,0.0,0,On-time,Ase Materials Division,Japan,Organic Substrates
D0009191,S012,C0225,2024-03-15,2024-04-14,2024-04-15,264,264,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Nozzles/Capillaries
D0000502,S003,C0019,2024-03-15,2024-04-28,2024-04-28,9961,9961,On-Time,2024-04,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Organic Substrates
D0008671,S012,C0212,2024-03-15,2024-03-28,2024-03-28,33193,33193,On-Time,2024-03,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Carrier Tapes/Trays
D0001916,S018,C0047,2024-03-15,2024-04-22,2024-04-22,6226,6226,On-Time,2024-04,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Leadframes
D0007467,S005,C0172,2024-03-15,2024-04-18,2024-04-21,15496,15496,Delayed,2024-04,1,3.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Solder Balls/Spheres
D0001382,S005,C0037,2024-03-15,2024-05-05,2024-05-06,6804,6804,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Organic Substrates
D0008338,S016,C0204,2024-03-15,2024-04-06,2024-04-06,3811,3811,On-Time,2024-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Carrier Tapes/Trays
D0003011,S016,C0067,2024-03-15,2024-04-09,2024-04-10,33745,33745,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Leadframes
D0000118,S014,C0007,2024-03-15,2024-04-21,2024-04-22,53,53,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Silicon Wafers
D0002451,S001,C0057,2024-03-15,2024-04-24,2024-04-24,12748,12748,On-Time,2024-04,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Leadframes
D0006164,S017,C0147,2024-03-15,2024-06-10,2024-06-10,1413,1413,On-Time,2024-06,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Underfill/Epoxy
D0001096,S015,C0031,2024-03-15,2024-04-28,2024-04-28,3091,3091,On-Time,2024-04,0,0.0,0,On-time,K&S Precision Tools,Korea,Organic Substrates
D0002068,S018,C0050,2024-03-15,2024-04-04,2024-04-04,11152,11152,On-Time,2024-04,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Leadframes
D0003990,S020,C0087,2024-03-15,2024-04-23,2024-04-23,16730,16730,On-Time,2024-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Bonding Wire (Au/Cu)
D0009166,S015,C0224,2024-03-15,2024-04-12,2024-04-12,193,193,On-Time,2024-04,0,0.0,0,On-time,K&S Precision Tools,Korea,Nozzles/Capillaries
D0006128,S001,C0146,2024-03-15,2024-05-12,2024-05-12,2111,2111,On-Time,2024-05,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Underfill/Epoxy
D0000186,S020,C0011,2024-03-15,2024-04-20,,73,73,Unknown,2024-04,0,,0,Undelivered (open),Nanotech Packaging Taiwan,Malaysia,Silicon Wafers
D0003207,S016,C0071,2024-03-15,2024-04-20,2024-04-21,7996,7996,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Bonding Wire (Au/Cu)
D0001533,S007,C0040,2024-03-15,2024-05-05,2024-05-05,6249,6249,On-Time,2024-05,0,0.0,0,On-time,Globaltest Equipment,China,Organic Substrates
D0002178,S003,C0052,2024-03-15,2024-04-14,2024-04-14,7652,7652,On-Time,2024-04,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Leadframes
D0003603,S018,C0079,2024-03-15,2024-04-22,2024-04-23,7022,7022,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),St Micro Parts Asia,Malaysia,Bonding Wire (Au/Cu)
D0003904,S002,C0085,2024-03-15,2024-04-11,2024-04-11,5644,5644,On-Time,2024-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Bonding Wire (Au/Cu)
D0007175,S002,C0167,2024-03-15,2024-04-16,2024-04-16,22984,22984,On-Time,2024-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Solder Balls/Spheres
D0008376,S007,C0205,2024-03-18,2024-04-17,2024-04-17,16556,16556,On-Time,2024-04,0,0.0,0,On-time,Globaltest Equipment,China,Carrier Tapes/Trays
D0002778,S011,C0063,2024-03-18,2024-04-14,2024-04-14,6742,6742,On-Time,2024-04,0,0.0,0,On-time,Ase Materials Division,Japan,Leadframes
D0000599,S002,C0021,2024-03-18,2024-04-29,2024-04-29,6324,6324,On-Time,2024-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Organic Substrates
D0004929,S011,C0111,2024-03-18,2024-04-28,2024-04-29,3953,3953,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Mold Compound
D0004219,S003,C0092,2024-03-18,2024-04-30,2024-04-30,2826,2826,On-Time,2024-04,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Mold Compound
D0009600,S006,C0239,2024-03-18,2024-04-10,2024-04-10,712,712,On-Time,2024-04,0,0.0,0,On-time,Tokyo Wafertech,Korea,Nozzles/Capillaries
D0001965,S003,C0048,2024-03-18,2024-05-12,2024-05-13,19175,14381,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Leadframes
D0005732,S002,C0135,2024-03-18,2024-05-03,2024-05-03,2513,2513,On-Time,2024-05,0,0.0,0,On-time,Formotech Packaging,Malaysia,Underfill/Epoxy
D0000062,S012,C0004,2024-03-18,2024-05-27,2024-05-28,110,110,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Silicon Wafers
D0000853,S009,C0026,2024-03-18,2024-05-08,2024-05-10,3824,3824,Delayed,2024-05,1,2.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Organic Substrates
D0006685,S003,C0158,2024-03-18,2024-04-19,2024-04-19,22584,22584,On-Time,2024-04,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Solder Balls/Spheres
D0005304,S004,C0122,2024-03-18,2024-05-19,,1900,1900,Unknown,2024-05,0,,0,Undelivered (open),Korea Probe Solutions,Korea,Die Attach Film/Paste
D0004130,S018,C0090,2024-03-18,2024-04-10,2024-04-11,13610,13610,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),St Micro Parts Asia,Malaysia,Bonding Wire (Au/Cu)
D0008548,S020,C0209,2024-03-18,2024-04-07,2024-04-07,8953,8953,On-Time,2024-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Carrier Tapes/Trays
D0002665,S018,C0061,2024-03-18,2024-04-29,2024-04-30,20962,20962,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),St Micro Parts Asia,Malaysia,Leadframes
D0003506,S005,C0077,2024-03-18,2024-04-22,2024-04-22,5128,5128,On-Time,2024-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Bonding Wire (Au/Cu)
D0007947,S005,C0195,2024-03-18,2024-04-16,2024-04-17,14615,14615,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Carrier Tapes/Trays
D0007685,S001,C0182,2024-03-18,2024-04-30,2024-04-30,115,115,On-Time,2024-04,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Test Sockets
D0003752,S016,C0082,2024-03-18,2024-05-07,2024-05-07,3533,3533,On-Time,2024-05,0,0.0,0,On-time,Amkor Assembly Supplies,China,Bonding Wire (Au/Cu)
D0005374,S020,C0124,2024-03-19,2024-05-05,2024-05-05,5084,5084,On-Time,2024-05,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Die Attach Film/Paste
D0009628,S016,C0240,2024-03-19,2024-05-17,2024-05-18,357,268,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Nozzles/Capillaries
D0000187,S016,C0011,2024-03-19,2024-04-24,2024-05-10,45,45,Delayed,2024-04,1,16.0,0,Severe delay (14d+),Amkor Assembly Supplies,China,Silicon Wafers
D0002452,S002,C0057,2024-03-19,2024-04-24,2024-04-24,23012,23012,On-Time,2024-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Leadframes
D0001436,S004,C0038,2024-03-19,2024-04-20,2024-04-20,5200,5200,On-Time,2024-04,0,0.0,0,On-time,Korea Probe Solutions,Korea,Organic Substrates
D0007573,S016,C0174,2024-03-19,2024-04-28,2024-04-28,22235,22235,On-Time,2024-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Solder Balls/Spheres
D0001593,S009,C0041,2024-03-19,2024-04-29,2024-05-01,3993,3993,Delayed,2024-04,1,2.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Organic Substrates
D0007468,S011,C0172,2024-03-19,2024-04-21,2024-04-22,21988,21988,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Solder Balls/Spheres
D0000804,S008,C0025,2024-03-19,2024-04-26,2024-04-27,9713,9713,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Organic Substrates
D0007295,S005,C0169,2024-03-19,2024-04-13,2024-04-13,17612,17612,On-Time,2024-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Solder Balls/Spheres
D0003208,S009,C0071,2024-03-19,2024-04-21,2024-04-21,13295,13295,On-Time,2024-04,0,0.0,0,On-time,United Semiconductor Parts,United States,Bonding Wire (Au/Cu)
D0005768,S011,C0136,2024-03-19,2024-05-07,2024-05-07,3835,3835,On-Time,2024-05,0,0.0,0,On-time,Ase Materials Division,Japan,Underfill/Epoxy
D0002179,S002,C0052,2024-03-19,2024-04-23,2024-04-23,6566,6566,On-Time,2024-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Leadframes
D0006479,S001,C0154,2024-03-19,2024-05-11,2024-05-11,22718,22718,On-Time,2024-05,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Solder Balls/Spheres
D0006961,S009,C0163,2024-03-19,2024-04-15,2024-04-18,42867,42867,Delayed,2024-04,1,3.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Solder Balls/Spheres
D0002285,S012,C0054,2024-03-19,2024-04-26,2024-04-27,5166,5166,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Leadframes
D0006313,S014,C0151,2024-03-19,2024-04-25,2024-04-25,28843,28843,On-Time,2024-04,0,0.0,0,On-time,Hitachi Bonding Wires,Germany,Solder Balls/Spheres
D0008589,S012,C0210,2024-03-20,2024-04-18,2024-04-19,19652,19652,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Carrier Tapes/Trays
D0004331,S011,C0095,2024-03-20,2024-04-22,2024-04-22,1643,1643,On-Time,2024-04,0,0.0,0,On-time,Ase Materials Division,Japan,Mold Compound
D0002896,S012,C0065,2024-03-20,2024-04-30,2024-05-01,11864,11864,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Leadframes
D0004292,S004,C0094,2024-03-20,2024-04-26,2024-04-27,3842,3842,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Korea Probe Solutions,Korea,Mold Compound
D0007405,S007,C0171,2024-03-20,2024-04-24,2024-04-24,16559,16559,On-Time,2024-04,0,0.0,0,On-time,Globaltest Equipment,China,Solder Balls/Spheres
D0003651,S013,C0080,2024-03-20,2024-05-02,2024-05-02,3296,3296,On-Time,2024-05,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Bonding Wire (Au/Cu)
D0007700,S012,C0183,2024-03-20,2024-05-14,2024-05-15,117,117,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Test Sockets
D0000093,S014,C0006,2024-03-20,2024-05-12,2024-05-14,65,65,Delayed,2024-05,1,2.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Silicon Wafers
D0005951,S003,C0141,2024-03-20,2024-05-02,2024-05-02,1999,1999,On-Time,2024-05,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Underfill/Epoxy
D0003069,S009,C0068,2024-03-20,2024-04-15,2024-04-15,10582,10582,On-Time,2024-04,0,0.0,0,On-time,United Semiconductor Parts,United States,Leadframes
D0000652,S011,C0022,2024-03-20,2024-04-24,2024-04-25,4355,4355,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Organic Substrates
D0007632,S011,C0175,2024-03-20,2024-05-11,2024-05-12,2,2,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Probe Cards
D0004081,S001,C0089,2024-03-20,2024-04-21,2024-04-22,6415,6415,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Bonding Wire (Au/Cu)
D0007238,S016,C0168,2024-03-20,2024-04-20,2024-04-20,16802,16802,On-Time,2024-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Solder Balls/Spheres
D0009280,S002,C0228,2024-03-20,2024-05-09,2024-05-09,243,243,On-Time,2024-05,0,0.0,0,On-time,Formotech Packaging,Malaysia,Nozzles/Capillaries
D0001290,S001,C0035,2024-03-20,2024-04-26,2024-04-27,2770,2770,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Organic Substrates
D0009167,S020,C0224,2024-03-20,2024-04-22,2024-04-22,127,127,On-Time,2024-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Nozzles/Capillaries
D0006366,S003,C0152,2024-03-20,2024-04-11,2024-04-11,24378,24378,On-Time,2024-04,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Solder Balls/Spheres
D0007995,S014,C0196,2024-03-20,2024-04-21,2024-04-23,14304,14304,Delayed,2024-04,1,2.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Carrier Tapes/Trays
D0006638,S018,C0157,2024-03-20,2024-04-18,2024-04-18,9762,9762,On-Time,2024-04,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Solder Balls/Spheres
D0007069,S005,C0165,2024-03-20,2024-05-04,2024-05-04,34459,34459,On-Time,2024-05,0,0.0,0,On-time,Silicon Precision Works,Singapore,Solder Balls/Spheres
D0002833,S008,C0064,2024-03-20,2024-04-16,2024-04-16,11756,11756,On-Time,2024-04,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Leadframes
D0001751,S012,C0044,2024-03-20,2024-04-22,2024-04-22,10975,10975,On-Time,2024-04,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Leadframes
D0004671,S012,C0104,2024-03-20,2024-04-27,2024-04-27,1317,1317,On-Time,2024-04,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Mold Compound
D0005140,S004,C0117,2024-03-21,2024-05-17,2024-05-18,6078,6078,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Korea Probe Solutions,Korea,Die Attach Film/Paste
D0002618,S007,C0060,2024-03-21,2024-04-14,2024-04-14,24150,24150,On-Time,2024-04,0,0.0,0,On-time,Globaltest Equipment,China,Leadframes
D0001240,S012,C0034,2024-03-21,2024-04-25,2024-04-25,3475,3475,On-Time,2024-04,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Organic Substrates
D0000754,S018,C0024,2024-03-21,2024-04-24,2024-04-24,4438,4438,On-Time,2024-04,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Organic Substrates
D0006533,S003,C0155,2024-03-21,2024-04-16,2024-04-16,51397,51397,On-Time,2024-04,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Solder Balls/Spheres
D0003450,S012,C0076,2024-03-21,2024-05-02,2024-05-02,14571,14571,On-Time,2024-05,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Bonding Wire (Au/Cu)
D0001044,S018,C0030,2024-03-21,2024-04-28,2024-04-28,4926,4926,On-Time,2024-04,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Organic Substrates
D0003359,S013,C0074,2024-03-21,2024-05-07,2024-05-07,9226,9226,On-Time,2024-05,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Bonding Wire (Au/Cu)
D0001802,S013,C0045,2024-03-21,2024-04-22,2024-04-23,11158,11158,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Hanwa Leadframes,Malaysia,Leadframes
D0007864,S014,C0193,2024-03-21,2024-04-11,2024-04-11,18744,18744,On-Time,2024-04,0,0.0,0,On-time,Hitachi Bonding Wires,Germany,Carrier Tapes/Trays
D0007797,S014,C0189,2024-03-21,2024-05-11,2024-05-11,122,122,On-Time,2024-05,0,0.0,0,On-time,Hitachi Bonding Wires,Germany,Test Sockets
D0001858,S019,C0046,2024-03-21,2024-05-01,2024-05-01,9257,9257,On-Time,2024-05,0,0.0,0,On-time,Applied Materials Korea,Singapore,Leadframes
D0001335,S001,C0036,2024-03-21,2024-05-01,2024-05-02,2124,2124,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Organic Substrates
D0007176,S014,C0167,2024-03-21,2024-04-24,2024-04-24,16560,16560,On-Time,2024-04,0,0.0,0,On-time,Hitachi Bonding Wires,Germany,Solder Balls/Spheres
D0003124,S002,C0069,2024-03-21,2024-04-29,2024-04-29,3574,2974,Partial,2024-04,0,0.0,1,Partial fulfillment,Formotech Packaging,Malaysia,Bonding Wire (Au/Cu)
D0009021,S018,C0220,2024-03-21,2024-04-19,2024-04-19,14833,14833,On-Time,2024-04,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Carrier Tapes/Trays
D0009565,S013,C0238,2024-03-21,2024-05-03,2024-05-04,500,500,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Hanwa Leadframes,Malaysia,Nozzles/Capillaries
D0000241,S015,C0014,2024-03-22,2024-04-23,2024-04-23,6404,6404,On-Time,2024-04,0,0.0,0,On-time,K&S Precision Tools,Korea,Organic Substrates
D0007017,S014,C0164,2024-03-22,2024-05-04,2024-05-05,18792,18792,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Solder Balls/Spheres
D0006056,S014,C0144,2024-03-22,2024-05-12,2024-05-14,1780,1780,Delayed,2024-05,1,2.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Underfill/Epoxy
D0008410,S009,C0206,2024-03-22,2024-04-22,2024-04-23,10307,10307,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Carrier Tapes/Trays
D0001698,S002,C0043,2024-03-22,2024-05-02,2024-05-02,3483,3483,On-Time,2024-05,0,0.0,0,On-time,Formotech Packaging,Malaysia,Organic Substrates
D0001641,S012,C0042,2024-03-22,2024-04-20,2024-04-21,4050,3847,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Organic Substrates
D0006165,S005,C0147,2024-03-22,2024-06-15,2024-06-15,1803,1803,On-Time,2024-06,0,0.0,0,On-time,Silicon Precision Works,Singapore,Underfill/Epoxy
D0001383,S008,C0037,2024-03-22,2024-05-13,2024-05-13,12209,12209,On-Time,2024-05,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Organic Substrates
D0006129,S007,C0146,2024-03-22,2024-05-22,2024-05-22,4446,4446,On-Time,2024-05,0,0.0,0,On-time,Globaltest Equipment,China,Underfill/Epoxy
D0000347,S013,C0016,2024-03-22,2024-04-25,2024-04-25,5075,5075,On-Time,2024-04,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Organic Substrates
D0003312,S018,C0073,2024-03-22,2024-04-24,2024-04-24,15846,15846,On-Time,2024-04,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Bonding Wire (Au/Cu)
D0003260,S011,C0072,2024-03-22,2024-05-12,2024-05-19,7619,7619,Delayed,2024-05,1,7.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0000503,S016,C0019,2024-03-22,2024-05-05,2024-05-07,4951,4951,Delayed,2024-05,1,2.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Organic Substrates
D0006846,S011,C0161,2024-03-22,2024-04-14,2024-04-14,27686,27686,On-Time,2024-04,0,0.0,0,On-time,Ase Materials Division,Japan,Solder Balls/Spheres
D0002344,S009,C0055,2024-03-22,2024-04-26,2024-04-28,6622,6622,Delayed,2024-04,1,2.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Leadframes
D0003905,S004,C0085,2024-03-22,2024-04-20,,7621,7621,Unknown,2024-04,0,,0,Undelivered (open),Korea Probe Solutions,Korea,Bonding Wire (Au/Cu)
D0005203,S016,C0119,2024-03-22,2024-05-15,2024-05-16,3301,3301,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Die Attach Film/Paste
D0006740,S020,C0159,2024-03-22,2024-04-27,2024-04-27,20428,20428,On-Time,2024-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Solder Balls/Spheres
D0004256,S019,C0093,2024-03-22,2024-05-02,2024-05-02,1515,1485,Partial,2024-05,0,0.0,1,Partial fulfillment,Applied Materials Korea,Singapore,Mold Compound
D0000949,S012,C0028,2024-03-22,2024-05-14,2024-05-16,2186,2186,Delayed,2024-05,1,2.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Organic Substrates
D0000287,S005,C0015,2024-03-22,2024-04-28,2024-04-28,3330,3330,On-Time,2024-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Organic Substrates
D0000705,S016,C0023,2024-03-22,2024-04-26,2024-04-26,2857,2857,On-Time,2024-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Organic Substrates
D0005005,S006,C0113,2024-03-22,2024-04-17,2024-04-17,3898,3898,On-Time,2024-04,0,0.0,0,On-time,Tokyo Wafertech,Korea,Die Attach Film/Paste
D0006093,S013,C0145,2024-03-22,2024-05-19,2024-05-19,3948,3948,On-Time,2024-05,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Underfill/Epoxy
D0003991,S011,C0087,2024-03-22,2024-04-30,2024-05-01,3036,2453,Delayed,2024-04,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0005474,S014,C0127,2024-03-22,2024-05-14,2024-05-17,3028,3028,Delayed,2024-05,1,3.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Die Attach Film/Paste
D0008173,S001,C0200,2024-03-25,2024-04-15,2024-04-15,14018,14018,On-Time,2024-04,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Carrier Tapes/Trays
D0007239,S011,C0168,2024-03-25,2024-04-25,2024-04-25,29849,29849,On-Time,2024-04,0,0.0,0,On-time,Ase Materials Division,Japan,Solder Balls/Spheres
D0008339,S012,C0204,2024-03-25,2024-04-17,2024-04-17,8055,8055,On-Time,2024-04,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Carrier Tapes/Trays
D0007521,S015,C0173,2024-03-25,2024-04-28,2024-04-28,10993,10993,On-Time,2024-04,0,0.0,0,On-time,K&S Precision Tools,Korea,Solder Balls/Spheres
D0007177,S003,C0167,2024-03-25,2024-04-26,2024-04-28,14088,14088,Delayed,2024-04,1,2.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Solder Balls/Spheres
D0004332,S016,C0095,2024-03-25,2024-05-04,2024-05-04,2175,2175,On-Time,2024-05,0,0.0,0,On-time,Amkor Assembly Supplies,China,Mold Compound
D0005040,S002,C0114,2024-03-25,2024-05-23,2024-05-23,2208,2208,On-Time,2024-05,0,0.0,0,On-time,Formotech Packaging,Malaysia,Die Attach Film/Paste
D0007844,S003,C0192,2024-03-25,2024-05-14,2024-05-15,72,72,Delayed,2024-05,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Test Sockets
